site_name,longitude,latitude,country,habitat,habitat_description,region
WAP:B,-64.0545,-64.7742,N/A,marine,"coastal western Antarctic Peninsula, Palmer, Antarctica LTER Station B","Southern Ocean, western Antarctic Peninsula"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
