sample_id	attr_value	attr_type	attr_category
1042	NASW	Longhurst Province	Environment
1043	NASW	Longhurst Province	Environment
1044	NASW	Longhurst Province	Environment
1045	NASW	Longhurst Province	Environment
1046	NASW	Longhurst Province	Environment
1047	NASW	Longhurst Province	Environment
1048	NASW	Longhurst Province	Environment
1049	NASW	Longhurst Province	Environment
1050	NASW	Longhurst Province	Environment
1051	NASW	Longhurst Province	Environment
1052	NASW	Longhurst Province	Environment
1053	NASW	Longhurst Province	Environment
1054	NASW	Longhurst Province	Environment
1055	NASW	Longhurst Province	Environment
1056	NASW	Longhurst Province	Environment
1057	NASW	Longhurst Province	Environment
1058	NASW	Longhurst Province	Environment
1059	NASW	Longhurst Province	Environment
1060	NASW	Longhurst Province	Environment
1061	NASW	Longhurst Province	Environment
1062	NASW	Longhurst Province	Environment
1063	NASW	Longhurst Province	Environment
1064	NASW	Longhurst Province	Environment
1065	NASW	Longhurst Province	Environment
1066	NASW	Longhurst Province	Environment
1067	NASW	Longhurst Province	Environment
1068	NASW	Longhurst Province	Environment
1069	NASW	Longhurst Province	Environment
1070	NASW	Longhurst Province	Environment
1071	NASW	Longhurst Province	Environment
1072	NASW	Longhurst Province	Environment
1073	NASW	Longhurst Province	Environment
1074	NASW	Longhurst Province	Environment
1075	NASW	Longhurst Province	Environment
1076	NASW	Longhurst Province	Environment
1077	NASW	Longhurst Province	Environment
1078	NASW	Longhurst Province	Environment
1079	NASW	Longhurst Province	Environment
1080	NASW	Longhurst Province	Environment
1081	NASW	Longhurst Province	Environment
1082	NASW	Longhurst Province	Environment
1083	NASW	Longhurst Province	Environment
1084	NASW	Longhurst Province	Environment
1085	NASW	Longhurst Province	Environment
1086	NASW	Longhurst Province	Environment
1087	NASW	Longhurst Province	Environment
1088	NASW	Longhurst Province	Environment
1089	NASW	Longhurst Province	Environment
1090	NASW	Longhurst Province	Environment
1091	NASW	Longhurst Province	Environment
1092	NASW	Longhurst Province	Environment
1093	NASW	Longhurst Province	Environment
1094	NASW	Longhurst Province	Environment
1095	NASW	Longhurst Province	Environment
1096	NASW	Longhurst Province	Environment
1097	NASW	Longhurst Province	Environment
1098	NASW	Longhurst Province	Environment
1099	NASW	Longhurst Province	Environment
1100	NASW	Longhurst Province	Environment
1101	NASW	Longhurst Province	Environment
1102	NASW	Longhurst Province	Environment
1103	NASW	Longhurst Province	Environment
1104	NASW	Longhurst Province	Environment
1105	NASW	Longhurst Province	Environment
1106	NASW	Longhurst Province	Environment
1107	NASW	Longhurst Province	Environment
1108	NASW	Longhurst Province	Environment
1109	NASW	Longhurst Province	Environment
1110	NASW	Longhurst Province	Environment
1111	NASW	Longhurst Province	Environment
1112	NASW	Longhurst Province	Environment
1113	NASW	Longhurst Province	Environment
1114	NASW	Longhurst Province	Environment
1115	NASW	Longhurst Province	Environment
1116	NASW	Longhurst Province	Environment
1117	NASW	Longhurst Province	Environment
1118	NASW	Longhurst Province	Environment
1119	NASW	Longhurst Province	Environment
1120	NASW	Longhurst Province	Environment
1121	NASW	Longhurst Province	Environment
1122	NASW	Longhurst Province	Environment
1123	NASW	Longhurst Province	Environment
1124	NASW	Longhurst Province	Environment
1125	NASW	Longhurst Province	Environment
1126	NASW	Longhurst Province	Environment
1127	NASW	Longhurst Province	Environment
1128	NASW	Longhurst Province	Environment
1129	NASW	Longhurst Province	Environment
1130	NASW	Longhurst Province	Environment
1131	NASW	Longhurst Province	Environment
1132	NASW	Longhurst Province	Environment
1133	NASW	Longhurst Province	Environment
1134	NASW	Longhurst Province	Environment
1135	NASW	Longhurst Province	Environment
1136	NASW	Longhurst Province	Environment
1137	NASW	Longhurst Province	Environment
1138	NASW	Longhurst Province	Environment
1141	CCAL	Longhurst Province	Environment
1142	CCAL	Longhurst Province	Environment
1143	CCAL	Longhurst Province	Environment
1144	CCAL	Longhurst Province	Environment
1145	CCAL	Longhurst Province	Environment
1146	CCAL	Longhurst Province	Environment
1154	NECS	Longhurst Province	Environment
1155	NECS	Longhurst Province	Environment
1156	NECS	Longhurst Province	Environment
1157	NECS	Longhurst Province	Environment
1158	NECS	Longhurst Province	Environment
1159	NECS	Longhurst Province	Environment
1160	NECS	Longhurst Province	Environment
1161	NECS	Longhurst Province	Environment
1162	AUSE	Longhurst Province	Environment
1163	AUSE	Longhurst Province	Environment
1164	ARCH	Longhurst Province	Environment
1165	ARCH	Longhurst Province	Environment
1166	ARCH	Longhurst Province	Environment
1167	ARCH	Longhurst Province	Environment
1168	ARCH	Longhurst Province	Environment
1169	ARCH	Longhurst Province	Environment
1170	ARCH	Longhurst Province	Environment
1171	ARCH	Longhurst Province	Environment
1172	ARCH	Longhurst Province	Environment
1173	ARCH	Longhurst Province	Environment
1174	ARCH	Longhurst Province	Environment
1175	ARCH	Longhurst Province	Environment
1176	SPSG	Longhurst Province	Environment
1177	SPSG	Longhurst Province	Environment
1178	SPSG	Longhurst Province	Environment
1179	SPSG	Longhurst Province	Environment
1180	SPSG	Longhurst Province	Environment
1181	SPSG	Longhurst Province	Environment
1182	SPSG	Longhurst Province	Environment
1183	SPSG	Longhurst Province	Environment
1184	SPSG	Longhurst Province	Environment
1185	SPSG	Longhurst Province	Environment
1186	SPSG	Longhurst Province	Environment
1187	SPSG	Longhurst Province	Environment
1188	WARM	Longhurst Province	Environment
1189	WARM	Longhurst Province	Environment
1190	CHIL	Longhurst Province	Environment
1191	CHIL	Longhurst Province	Environment
1192	CHIL	Longhurst Province	Environment
1193	CHIL	Longhurst Province	Environment
1194	CHIL	Longhurst Province	Environment
1203	CCAL	Longhurst Province	Environment
1204	CCAL	Longhurst Province	Environment
1205	CCAL	Longhurst Province	Environment
1206	CCAL	Longhurst Province	Environment
1249	NASW	Longhurst Province	Environment
1250	NASW	Longhurst Province	Environment
1280	NATR	Longhurst Province	Environment
1300	NECS	Longhurst Province	Environment
1301	NECS	Longhurst Province	Environment
1302	NECS	Longhurst Province	Environment
1303	NECS	Longhurst Province	Environment
1304	NECS	Longhurst Province	Environment
1305	NECS	Longhurst Province	Environment
1306	NECS	Longhurst Province	Environment
1307	NECS	Longhurst Province	Environment
1308	NECS	Longhurst Province	Environment
1309	NECS	Longhurst Province	Environment
1310	NECS	Longhurst Province	Environment
1311	NECS	Longhurst Province	Environment
1312	NECS	Longhurst Province	Environment
1313	NECS	Longhurst Province	Environment
1314	NECS	Longhurst Province	Environment
1315	NECS	Longhurst Province	Environment
1316	NECS	Longhurst Province	Environment
1317	NECS	Longhurst Province	Environment
1318	NECS	Longhurst Province	Environment
1319	NECS	Longhurst Province	Environment
1320	NECS	Longhurst Province	Environment
1321	NECS	Longhurst Province	Environment
1322	NECS	Longhurst Province	Environment
1323	NECS	Longhurst Province	Environment
1324	NECS	Longhurst Province	Environment
1325	NECS	Longhurst Province	Environment
1326	NECS	Longhurst Province	Environment
1327	NECS	Longhurst Province	Environment
1328	NECS	Longhurst Province	Environment
1329	NECS	Longhurst Province	Environment
1330	APLR	Longhurst Province	Environment
1331	CCAL	Longhurst Province	Environment
1332	CCAL	Longhurst Province	Environment
1382	ARAB	Longhurst Province	Environment
1383	PNEC	Longhurst Province	Environment
1390	CAMR	Longhurst Province	Environment
1391	CAMR	Longhurst Province	Environment
1392	CAMR	Longhurst Province	Environment
1393	CAMR	Longhurst Province	Environment
1394	CAMR	Longhurst Province	Environment
1395	CAMR	Longhurst Province	Environment
1396	CAMR	Longhurst Province	Environment
1397	CAMR	Longhurst Province	Environment
1398	CCAL	Longhurst Province	Environment
1399	CCAL	Longhurst Province	Environment
1400	CCAL	Longhurst Province	Environment
1401	CCAL	Longhurst Province	Environment
1402	CCAL	Longhurst Province	Environment
1403	CCAL	Longhurst Province	Environment
1404	CCAL	Longhurst Province	Environment
1405	CCAL	Longhurst Province	Environment
1406	CCAL	Longhurst Province	Environment
1407	CCAL	Longhurst Province	Environment
1408	CCAL	Longhurst Province	Environment
1409	CCAL	Longhurst Province	Environment
1410	CCAL	Longhurst Province	Environment
1411	CCAL	Longhurst Province	Environment
1412	CCAL	Longhurst Province	Environment
1413	CCAL	Longhurst Province	Environment
1414	CCAL	Longhurst Province	Environment
1415	CCAL	Longhurst Province	Environment
1416	CCAL	Longhurst Province	Environment
1417	CCAL	Longhurst Province	Environment
1418	CCAL	Longhurst Province	Environment
1419	CCAL	Longhurst Province	Environment
1420	CCAL	Longhurst Province	Environment
1421	CCAL	Longhurst Province	Environment
1422	CCAL	Longhurst Province	Environment
1423	CCAL	Longhurst Province	Environment
1424	CCAL	Longhurst Province	Environment
1425	CCAL	Longhurst Province	Environment
1426	CCAL	Longhurst Province	Environment
1427	CCAL	Longhurst Province	Environment
1428	CCAL	Longhurst Province	Environment
1429	CCAL	Longhurst Province	Environment
1430	CHIL	Longhurst Province	Environment
1431	CHIL	Longhurst Province	Environment
1432	CHIL	Longhurst Province	Environment
1433	CHIL	Longhurst Province	Environment
1434	CHIL	Longhurst Province	Environment
1435	CHIL	Longhurst Province	Environment
1436	CHIL	Longhurst Province	Environment
1437	CHIL	Longhurst Province	Environment
1438	CHIL	Longhurst Province	Environment
1439	CHIL	Longhurst Province	Environment
1440	CHIL	Longhurst Province	Environment
1441	CHIL	Longhurst Province	Environment
1442	CHIL	Longhurst Province	Environment
1443	CHIL	Longhurst Province	Environment
1444	CHIL	Longhurst Province	Environment
1445	CHIL	Longhurst Province	Environment
1446	CHIL	Longhurst Province	Environment
1447	CHIL	Longhurst Province	Environment
1448	CHIL	Longhurst Province	Environment
1449	CHIL	Longhurst Province	Environment
1450	CHIL	Longhurst Province	Environment
1451	CHIL	Longhurst Province	Environment
1452	CHIL	Longhurst Province	Environment
1453	CHIL	Longhurst Province	Environment
1454	CHIL	Longhurst Province	Environment
1455	CHIL	Longhurst Province	Environment
1456	CHIL	Longhurst Province	Environment
1457	CHIL	Longhurst Province	Environment
1458	CHIL	Longhurst Province	Environment
1459	CHIL	Longhurst Province	Environment
1460	CHIL	Longhurst Province	Environment
1461	CHIL	Longhurst Province	Environment
1462	NASW	Longhurst Province	Environment
1463	NASW	Longhurst Province	Environment
1464	NPTG	Longhurst Province	Environment
1465	NPTG	Longhurst Province	Environment
1466	NPTG	Longhurst Province	Environment
1467	NPTG	Longhurst Province	Environment
1468	NPTG	Longhurst Province	Environment
1469	NPTG	Longhurst Province	Environment
1470	NPTG	Longhurst Province	Environment
1471	NPTG	Longhurst Province	Environment
1472	NPTG	Longhurst Province	Environment
1473	NPTG	Longhurst Province	Environment
1474	CCAL	Longhurst Province	Environment
1475	CCAL	Longhurst Province	Environment
1476	CCAL	Longhurst Province	Environment
1477	CCAL	Longhurst Province	Environment
1478	CCAL	Longhurst Province	Environment
1479	CCAL	Longhurst Province	Environment
1480	NPTG	Longhurst Province	Environment
1481	NPTG	Longhurst Province	Environment
1482	NPTG	Longhurst Province	Environment
1483	NPTG	Longhurst Province	Environment
1484	NPTG	Longhurst Province	Environment
1485	NPTG	Longhurst Province	Environment
1486	NPTG	Longhurst Province	Environment
1487	NPTG	Longhurst Province	Environment
1488	NPTG	Longhurst Province	Environment
1489	NPTG	Longhurst Province	Environment
1490	NPTG	Longhurst Province	Environment
1491	NPTG	Longhurst Province	Environment
1492	NPTG	Longhurst Province	Environment
1493	NPTG	Longhurst Province	Environment
1494	NPTG	Longhurst Province	Environment
1495	NPTG	Longhurst Province	Environment
1496	CCAL	Longhurst Province	Environment
1497	NWCS	Longhurst Province	Environment
1498	CARB	Longhurst Province	Environment
1499	NPTG	Longhurst Province	Environment
1500	NPTG	Longhurst Province	Environment
1501	NPTG	Longhurst Province	Environment
1502	NPTG	Longhurst Province	Environment
1503	NPTG	Longhurst Province	Environment
1504	NPTG	Longhurst Province	Environment
1505	NPTG	Longhurst Province	Environment
1506	NPTG	Longhurst Province	Environment
1527	NECS	Longhurst Province	Environment
1528	NECS	Longhurst Province	Environment
1529	NECS	Longhurst Province	Environment
1530	NECS	Longhurst Province	Environment
1531	NECS	Longhurst Province	Environment
1532	NECS	Longhurst Province	Environment
1533	NECS	Longhurst Province	Environment
1534	NECS	Longhurst Province	Environment
1535	NECS	Longhurst Province	Environment
1536	NECS	Longhurst Province	Environment
1537	NECS	Longhurst Province	Environment
1538	NECS	Longhurst Province	Environment
1539	NECS	Longhurst Province	Environment
1540	NECS	Longhurst Province	Environment
1541	NECS	Longhurst Province	Environment
1542	NECS	Longhurst Province	Environment
1543	NECS	Longhurst Province	Environment
1544	NECS	Longhurst Province	Environment
1545	NECS	Longhurst Province	Environment
1546	NECS	Longhurst Province	Environment
1547	NECS	Longhurst Province	Environment
1548	NECS	Longhurst Province	Environment
1549	NECS	Longhurst Province	Environment
1550	NECS	Longhurst Province	Environment
1551	NECS	Longhurst Province	Environment
1552	NECS	Longhurst Province	Environment
1553	NECS	Longhurst Province	Environment
1554	NECS	Longhurst Province	Environment
1555	NECS	Longhurst Province	Environment
1556	NECS	Longhurst Province	Environment
1557	NECS	Longhurst Province	Environment
1568	CCAL	Longhurst Province	Environment
1569	AUSE	Longhurst Province	Environment
1570	AUSE	Longhurst Province	Environment
1571	CCAL	Longhurst Province	Environment
1572	CCAL	Longhurst Province	Environment
1573	CCAL	Longhurst Province	Environment
1574	CCAL	Longhurst Province	Environment
1575	PSAE	Longhurst Province	Environment
1576	PSAE	Longhurst Province	Environment
1577	PSAE	Longhurst Province	Environment
1578	PSAE	Longhurst Province	Environment
1579	PSAE	Longhurst Province	Environment
1580	PSAE	Longhurst Province	Environment
1581	PSAE	Longhurst Province	Environment
1582	PSAE	Longhurst Province	Environment
1583	PSAE	Longhurst Province	Environment
1584	PSAE	Longhurst Province	Environment
1585	PSAE	Longhurst Province	Environment
1586	CCAL	Longhurst Province	Environment
1587	CCAL	Longhurst Province	Environment
1588	CCAL	Longhurst Province	Environment
1589	CCAL	Longhurst Province	Environment
1590	NPTG	Longhurst Province	Environment
1591	NPTG	Longhurst Province	Environment
1592	NPTG	Longhurst Province	Environment
1593	NPTG	Longhurst Province	Environment
1594	CCAL	Longhurst Province	Environment
1595	CCAL	Longhurst Province	Environment
1596	CCAL	Longhurst Province	Environment
1597	CCAL	Longhurst Province	Environment
1598	CCAL	Longhurst Province	Environment
1599	CCAL	Longhurst Province	Environment
1600	CCAL	Longhurst Province	Environment
1601	CCAL	Longhurst Province	Environment
1611	CHIL	Longhurst Province	Environment
1612	CHIL	Longhurst Province	Environment
1613	CHIL	Longhurst Province	Environment
1614	CHIL	Longhurst Province	Environment
1615	CHIL	Longhurst Province	Environment
1616	CHIL	Longhurst Province	Environment
1617	CHIL	Longhurst Province	Environment
1618	CHIL	Longhurst Province	Environment
1619	CHIL	Longhurst Province	Environment
1620	CHIL	Longhurst Province	Environment
1621	CHIL	Longhurst Province	Environment
1622	CHIL	Longhurst Province	Environment
1623	CHIL	Longhurst Province	Environment
1624	CHIL	Longhurst Province	Environment
1625	CHIL	Longhurst Province	Environment
1626	CHIL	Longhurst Province	Environment
1627	CHIL	Longhurst Province	Environment
1628	CHIL	Longhurst Province	Environment
1629	CHIL	Longhurst Province	Environment
1630	CHIL	Longhurst Province	Environment
1631	CHIL	Longhurst Province	Environment
1632	CHIL	Longhurst Province	Environment
1633	CHIL	Longhurst Province	Environment
1634	CHIL	Longhurst Province	Environment
1635	CHIL	Longhurst Province	Environment
1636	CHIL	Longhurst Province	Environment
1637	CHIL	Longhurst Province	Environment
1638	CHIL	Longhurst Province	Environment
1639	CHIL	Longhurst Province	Environment
1640	CHIL	Longhurst Province	Environment
1641	CHIL	Longhurst Province	Environment
1642	CHIL	Longhurst Province	Environment
1651	NASW	Longhurst Province	Environment
1652	NASW	Longhurst Province	Environment
1653	NASW	Longhurst Province	Environment
1654	NASW	Longhurst Province	Environment
1655	NASW	Longhurst Province	Environment
1656	NASW	Longhurst Province	Environment
1657	NASW	Longhurst Province	Environment
1658	CARB	Longhurst Province	Environment
1659	CARB	Longhurst Province	Environment
1660	CARB	Longhurst Province	Environment
1661	CARB	Longhurst Province	Environment
1662	BPLR	Longhurst Province	Environment
1663	NECS	Longhurst Province	Environment
1664	SATL	Longhurst Province	Environment
1666	NECS	Longhurst Province	Environment
1668	NWCS	Longhurst Province	Environment
1669	NWCS	Longhurst Province	Environment
1673	KURO	Longhurst Province	Environment
1674	SARC	Longhurst Province	Environment
1675	NPSW	Longhurst Province	Environment
1678	CCAL	Longhurst Province	Environment
1679	CARB	Longhurst Province	Environment
1680	CCAL	Longhurst Province	Environment
1681	NPSW	Longhurst Province	Environment
1690	MEDI	Longhurst Province	Environment
1693	CHIN	Longhurst Province	Environment
1694	CHIN	Longhurst Province	Environment
1710	NWCS	Longhurst Province	Environment
1711	NWCS	Longhurst Province	Environment
1712	NWCS	Longhurst Province	Environment
1724	INDW	Longhurst Province	Environment
1731	CCAL	Longhurst Province	Environment
1739	NPSW	Longhurst Province	Environment
1741	SANT	Longhurst Province	Environment
1742	SANT	Longhurst Province	Environment
1744	KURO	Longhurst Province	Environment
1747	SANT	Longhurst Province	Environment
1748	SANT	Longhurst Province	Environment
1749	NASE	Longhurst Province	Environment
1750	SANT	Longhurst Province	Environment
1751	SANT	Longhurst Province	Environment
1755	SANT	Longhurst Province	Environment
1756	SANT	Longhurst Province	Environment
1757	SATL	Longhurst Province	Environment
1758	ANTA	Longhurst Province	Environment
1759	ANTA	Longhurst Province	Environment
1763	MEDI	Longhurst Province	Environment
1769	MEDI	Longhurst Province	Environment
1770	MEDI	Longhurst Province	Environment
1772	CARB	Longhurst Province	Environment
1777	MEDI	Longhurst Province	Environment
1778	MEDI	Longhurst Province	Environment
1793	NECS	Longhurst Province	Environment
1796	NECS	Longhurst Province	Environment
1797	MEDI	Longhurst Province	Environment
1799	NECS	Longhurst Province	Environment
1806	NECS	Longhurst Province	Environment
1807	NECS	Longhurst Province	Environment
1808	NECS	Longhurst Province	Environment
1809	MEDI	Longhurst Province	Environment
1813	MEDI	Longhurst Province	Environment
1814	CNRY	Longhurst Province	Environment
1815	MEDI	Longhurst Province	Environment
1816	ARAB	Longhurst Province	Environment
1817	ARAB	Longhurst Province	Environment
1821	NPTG	Longhurst Province	Environment
1830	NWCS	Longhurst Province	Environment
1833	CCAL	Longhurst Province	Environment
1834	CCAL	Longhurst Province	Environment
1835	CCAL	Longhurst Province	Environment
1836	ALSK	Longhurst Province	Environment
1837	ALSK	Longhurst Province	Environment
1838	ALSK	Longhurst Province	Environment
1840	NWCS	Longhurst Province	Environment
1846	NWCS	Longhurst Province	Environment
1848	NWCS	Longhurst Province	Environment
1849	NWCS	Longhurst Province	Environment
1850	NWCS	Longhurst Province	Environment
1851	NWCS	Longhurst Province	Environment
1852	NWCS	Longhurst Province	Environment
1853	NPSW	Longhurst Province	Environment
1855	WARM	Longhurst Province	Environment
1856	BPLR	Longhurst Province	Environment
1857	BPLR	Longhurst Province	Environment
1858	CCAL	Longhurst Province	Environment
1859	CCAL	Longhurst Province	Environment
1864	NECS	Longhurst Province	Environment
1865	NECS	Longhurst Province	Environment
1866	NECS	Longhurst Province	Environment
1867	MEDI	Longhurst Province	Environment
1868	MEDI	Longhurst Province	Environment
1879	NWCS	Longhurst Province	Environment
1880	NWCS	Longhurst Province	Environment
1883	NWCS	Longhurst Province	Environment
1884	MEDI	Longhurst Province	Environment
1885	AUSE	Longhurst Province	Environment
1886	AUSE	Longhurst Province	Environment
1887	AUSE	Longhurst Province	Environment
1893	NWCS	Longhurst Province	Environment
1901	PSAE	Longhurst Province	Environment
1902	NWCS	Longhurst Province	Environment
1907	APLR	Longhurst Province	Environment
1911	NWCS	Longhurst Province	Environment
1918	WARM	Longhurst Province	Environment
1919	BPLR	Longhurst Province	Environment
1920	BPLR	Longhurst Province	Environment
1921	BPLR	Longhurst Province	Environment
1922	NWCS	Longhurst Province	Environment
1925	WARM	Longhurst Province	Environment
1926	BPLR	Longhurst Province	Environment
1927	BPLR	Longhurst Province	Environment
1928	NWCS	Longhurst Province	Environment
1931	ARAB	Longhurst Province	Environment
1932	BPLR	Longhurst Province	Environment
1933	BPLR	Longhurst Province	Environment
1934	NWCS	Longhurst Province	Environment
1935	NWCS	Longhurst Province	Environment
1936	ARAB	Longhurst Province	Environment
1937	BPLR	Longhurst Province	Environment
1938	BPLR	Longhurst Province	Environment
1939	NWCS	Longhurst Province	Environment
1940	NWCS	Longhurst Province	Environment
1941	NWCS	Longhurst Province	Environment
1942	ARAB	Longhurst Province	Environment
1943	BPLR	Longhurst Province	Environment
1944	BPLR	Longhurst Province	Environment
1945	BPLR	Longhurst Province	Environment
1946	NWCS	Longhurst Province	Environment
1948	NWCS	Longhurst Province	Environment
1949	ARAB	Longhurst Province	Environment
1950	NASW	Longhurst Province	Environment
1951	NECS	Longhurst Province	Environment
1952	NECS	Longhurst Province	Environment
1955	NWCS	Longhurst Province	Environment
1956	NASW	Longhurst Province	Environment
1957	NASW	Longhurst Province	Environment
1958	NECS	Longhurst Province	Environment
1959	NECS	Longhurst Province	Environment
1960	NWCS	Longhurst Province	Environment
1961	WARM	Longhurst Province	Environment
1962	NASW	Longhurst Province	Environment
1963	BPLR	Longhurst Province	Environment
1964	CCAL	Longhurst Province	Environment
1965	CCAL	Longhurst Province	Environment
1973	NPTG	Longhurst Province	Environment
1974	NPTG	Longhurst Province	Environment
1977	SANT	Longhurst Province	Environment
1978	SANT	Longhurst Province	Environment
1979	SANT	Longhurst Province	Environment
1982	NWCS	Longhurst Province	Environment
1983	NWCS	Longhurst Province	Environment
1984	NWCS	Longhurst Province	Environment
1985	NWCS	Longhurst Province	Environment
1986	SANT	Longhurst Province	Environment
1989	NASW	Longhurst Province	Environment
1990	NASW	Longhurst Province	Environment
1991	NASW	Longhurst Province	Environment
1992	NASW	Longhurst Province	Environment
2000	SANT	Longhurst Province	Environment
2001	SANT	Longhurst Province	Environment
2002	SANT	Longhurst Province	Environment
2003	SANT	Longhurst Province	Environment
2004	NWCS	Longhurst Province	Environment
2009	NWCS	Longhurst Province	Environment
2010	NWCS	Longhurst Province	Environment
2021	NATR	Longhurst Province	Environment
2022	NWCS	Longhurst Province	Environment
2023	NWCS	Longhurst Province	Environment
2026	CCAL	Longhurst Province	Environment
2030	NPPF	Longhurst Province	Environment
2034	NWCS	Longhurst Province	Environment
2036	PSAW	Longhurst Province	Environment
2037	ARCH	Longhurst Province	Environment
2038	ARAB	Longhurst Province	Environment
2039	ARAB	Longhurst Province	Environment
2044	AUSE	Longhurst Province	Environment
2047	CCAL	Longhurst Province	Environment
2052	CCAL	Longhurst Province	Environment
2053	CCAL	Longhurst Province	Environment
2057	BPLR	Longhurst Province	Environment
2058	CCAL	Longhurst Province	Environment
2062	NWCS	Longhurst Province	Environment
2065	CCAL	Longhurst Province	Environment
2066	NASW	Longhurst Province	Environment
2069	NWCS	Longhurst Province	Environment
2074	CCAL	Longhurst Province	Environment
2075	NWCS	Longhurst Province	Environment
2076	NWCS	Longhurst Province	Environment
2077	NPTG	Longhurst Province	Environment
2078	PSAE	Longhurst Province	Environment
2081	NWCS	Longhurst Province	Environment
2084	NWCS	Longhurst Province	Environment
2086	PSAE	Longhurst Province	Environment
2087	PSAE	Longhurst Province	Environment
2088	KURO	Longhurst Province	Environment
2093	NPTG	Longhurst Province	Environment
2094	NPTG	Longhurst Province	Environment
2095	NECS	Longhurst Province	Environment
2098	WARM	Longhurst Province	Environment
2100	NPSW	Longhurst Province	Environment
2101	MEDI	Longhurst Province	Environment
2102	SPSG	Longhurst Province	Environment
2103	MEDI	Longhurst Province	Environment
2104	NWCS	Longhurst Province	Environment
2105	KURO	Longhurst Province	Environment
2106	NECS	Longhurst Province	Environment
2107	BPLR	Longhurst Province	Environment
2108	SARC	Longhurst Province	Environment
2109	NWCS	Longhurst Province	Environment
2113	NPSW	Longhurst Province	Environment
2114	SARC	Longhurst Province	Environment
2115	BPLR	Longhurst Province	Environment
2116	NWCS	Longhurst Province	Environment
2119	BPLR	Longhurst Province	Environment
2120	NASW	Longhurst Province	Environment
2121	BPLR	Longhurst Province	Environment
2122	SPSG	Longhurst Province	Environment
2123	SPSG	Longhurst Province	Environment
2125	BPLR	Longhurst Province	Environment
2126	BPLR	Longhurst Province	Environment
2127	BPLR	Longhurst Province	Environment
2130	CHIL	Longhurst Province	Environment
2136	APLR	Longhurst Province	Environment
2137	MEDI	Longhurst Province	Environment
2138	EAFR	Longhurst Province	Environment
2139	KURO	Longhurst Province	Environment
2144	SPSG	Longhurst Province	Environment
2145	KURO	Longhurst Province	Environment
2146	BPLR	Longhurst Province	Environment
2150	SPSG	Longhurst Province	Environment
2152	NECS	Longhurst Province	Environment
2154	CHIL	Longhurst Province	Environment
2157	NWCS	Longhurst Province	Environment
2158	WARM	Longhurst Province	Environment
2162	GFST	Longhurst Province	Environment
2167	CCAL	Longhurst Province	Environment
2168	CCAL	Longhurst Province	Environment
2169	NATR	Longhurst Province	Environment
2179	NWCS	Longhurst Province	Environment
2181	NWCS	Longhurst Province	Environment
2186	NWCS	Longhurst Province	Environment
2187	NEWZ	Longhurst Province	Environment
2190	NWCS	Longhurst Province	Environment
2191	NWCS	Longhurst Province	Environment
2192	NWCS	Longhurst Province	Environment
2196	NWCS	Longhurst Province	Environment
2197	CHIL	Longhurst Province	Environment
2198	CARB	Longhurst Province	Environment
2210	GFST	Longhurst Province	Environment
2212	BPLR	Longhurst Province	Environment
2219	CARB	Longhurst Province	Environment
2231	NASW	Longhurst Province	Environment
2232	NASW	Longhurst Province	Environment
2237	NASW	Longhurst Province	Environment
2238	NASW	Longhurst Province	Environment
2239	NASW	Longhurst Province	Environment
2240	NASW	Longhurst Province	Environment
2244	NASW	Longhurst Province	Environment
2245	NASW	Longhurst Province	Environment
2246	NASW	Longhurst Province	Environment
2247	NASW	Longhurst Province	Environment
2248	NASW	Longhurst Province	Environment
2249	NASW	Longhurst Province	Environment
2250	NASW	Longhurst Province	Environment
2251	NASW	Longhurst Province	Environment
2252	NASW	Longhurst Province	Environment
2253	NASW	Longhurst Province	Environment
2254	NASW	Longhurst Province	Environment
2255	NASW	Longhurst Province	Environment
2262	NWCS	Longhurst Province	Environment
2263	NWCS	Longhurst Province	Environment
2264	BENG	Longhurst Province	Environment
2265	APLR	Longhurst Province	Environment
2266	MEDI	Longhurst Province	Environment
2269	NWCS	Longhurst Province	Environment
2270	BPLR	Longhurst Province	Environment
2271	BPLR	Longhurst Province	Environment
2272	AUSW	Longhurst Province	Environment
2273	BPLR	Longhurst Province	Environment
2274	APLR	Longhurst Province	Environment
2275	BPLR	Longhurst Province	Environment
2276	EAFR	Longhurst Province	Environment
2277	NPTG	Longhurst Province	Environment
2278	MONS	Longhurst Province	Environment
2279	SANT	Longhurst Province	Environment
2280	BPLR	Longhurst Province	Environment
2282	AUSE	Longhurst Province	Environment
2285	NECS	Longhurst Province	Environment
2286	MONS	Longhurst Province	Environment
2287	MEDI	Longhurst Province	Environment
2289	NATR	Longhurst Province	Environment
2291	CCAL	Longhurst Province	Environment
2292	CCAL	Longhurst Province	Environment
2293	CCAL	Longhurst Province	Environment
2294	CCAL	Longhurst Province	Environment
2295	CCAL	Longhurst Province	Environment
2296	CCAL	Longhurst Province	Environment
2297	CCAL	Longhurst Province	Environment
2298	CCAL	Longhurst Province	Environment
2299	CCAL	Longhurst Province	Environment
2300	CCAL	Longhurst Province	Environment
2301	CCAL	Longhurst Province	Environment
2302	CCAL	Longhurst Province	Environment
2304	CCAL	Longhurst Province	Environment
2305	CCAL	Longhurst Province	Environment
2306	CCAL	Longhurst Province	Environment
2307	CCAL	Longhurst Province	Environment
2308	CCAL	Longhurst Province	Environment
2309	CCAL	Longhurst Province	Environment
2310	CCAL	Longhurst Province	Environment
2311	CCAL	Longhurst Province	Environment
2312	CCAL	Longhurst Province	Environment
2313	CCAL	Longhurst Province	Environment
