sample_id	class	family	phylum	genus	species
1745			Prymnesiaceae		Prymnesium	polylepis
1746			Prymnesiaceae		Prymnesium	polylepis
1746			Prymnesiaceae		Prymnesium	polylepis
1747		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	debilis
1747		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	debilis
1748		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	debilis
1748		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	debilis
1749			Paramoebidae			
1749			Paramoebidae			
1750		Fragilariophyceae	Thalassionemataceae	Bacillariophyta	Thalassiothrix	antarctica
1750		Fragilariophyceae	Thalassionemataceae	Bacillariophyta	Thalassiothrix	antarctica
1751		Fragilariophyceae	Thalassionemataceae	Bacillariophyta	Thalassiothrix	antarctica
1751		Fragilariophyceae	Thalassionemataceae	Bacillariophyta	Thalassiothrix	antarctica
1752		Rhodellophyceae	Rhodellaceae		Rhodella	maculata
1752		Rhodellophyceae	Rhodellaceae		Rhodella	maculata
1753		Foraminifera	Rosalinidae			
1754		Foraminifera	Soritidae		Sorites	sp.
1755		Coscinodiscophyceae	Corethraceae	Bacillariophyta	Corethron	pennatum
1755		Coscinodiscophyceae	Corethraceae	Bacillariophyta	Corethron	pennatum
1756		Coscinodiscophyceae	Corethraceae	Bacillariophyta	Corethron	pennatum
1756		Coscinodiscophyceae	Corethraceae	Bacillariophyta	Corethron	pennatum
1757			Vexilliferidae			
1757			Vexilliferidae			
1758		Coscinodiscophyceae	Rhizosoleniaceae	Bacillariophyta	Proboscia	alata
1758		Coscinodiscophyceae	Rhizosoleniaceae	Bacillariophyta	Proboscia	alata
1759		Coscinodiscophyceae	Rhizosoleniaceae	Bacillariophyta	Proboscia	alata
1759		Coscinodiscophyceae	Rhizosoleniaceae	Bacillariophyta	Proboscia	alata
1760			Haplosporidiidae	Haplosporidia	Minchinia	chitonis
1760			Haplosporidiidae	Haplosporidia	Minchinia	chitonis
1761			Coccolithaceae		Coccolithus	braarudii
1761			Coccolithaceae		Coccolithus	braarudii
1762		Dinophyceae	Kareniaceae		Karenia	brevis
1762		Dinophyceae	Kareniaceae		Karenia	brevis
1763		Spirotrichea	Strombidiidae		Strombidium	inclinatum
1764		Dinophyceae	Gonyaulacaceae		Alexandrium	fundyense
1764		Dinophyceae	Gonyaulacaceae		Alexandrium	fundyense
1765			Thraustochytriaceae		Thraustochytrium	sp. LLF1b
1765			Thraustochytriaceae		Thraustochytrium	sp. LLF1b
1766			Thraustochytriaceae		Thraustochytrium	sp. LLF1b
1766			Thraustochytriaceae		Thraustochytrium	sp. LLF1b
1767		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	sp. GSL56
1768		Dinophyceae	Kareniaceae		Karenia	brevis
1768		Dinophyceae	Kareniaceae		Karenia	brevis
1769		Spirotrichea	Pseudokeronopsidae			
1770		Spirotrichea	Euplotidae		Euplotes	harpa
1771		Dinophyceae	Gymnodiniaceae		Togula	jolla
1772		Dinophyceae			Thoracosphaera	heimii
1773		Dinophyceae	Gonyaulacaceae		Protoceratium	reticulatum
1774		Dinophyceae			Pyrocystis	lunula
1775		Dinophyceae	Suessiaceae		Polarella	glacialis
1776		Spirotrichea			Protocruzia	adherens
1777		Litostomatea	Litonotidae		Litonotus	pictus
1778		Heterotrichea	Condylostomatidae		Condylostoma	magnum
1779		Dinophyceae	Gymnodiniaceae		Amphidinium	carterae
1779		Dinophyceae	Gymnodiniaceae		Amphidinium	carterae
1780		Dinophyceae	Prorocentraceae		Prorocentrum	minimum
1780		Dinophyceae	Prorocentraceae		Prorocentrum	minimum
1781		Dinophyceae	Peridiniaceae		Scrippsiella	trochoidea
1781		Dinophyceae	Peridiniaceae		Scrippsiella	trochoidea
1782		Dinophyceae	Peridiniaceae		Scrippsiella	trochoidea
1782		Dinophyceae	Peridiniaceae		Scrippsiella	trochoidea
1783		Dinophyceae	Prorocentraceae		Prorocentrum	minimum
1783		Dinophyceae	Prorocentraceae		Prorocentrum	minimum
1784		Dinophyceae	Prorocentraceae		Prorocentrum	minimum
1784		Dinophyceae	Prorocentraceae		Prorocentrum	minimum
1785		Saccharomycetes	Debaryomycetaceae	Ascomycota	Debaryomyces	hansenii
1785		Saccharomycetes	Debaryomycetaceae	Ascomycota	Debaryomyces	hansenii
1786		Saccharomycetes	Debaryomycetaceae	Ascomycota	Debaryomyces	hansenii
1786		Saccharomycetes	Debaryomycetaceae	Ascomycota	Debaryomyces	hansenii
1787		Saccharomycetes	Debaryomycetaceae	Ascomycota	Debaryomyces	hansenii
1787		Saccharomycetes	Debaryomycetaceae	Ascomycota	Debaryomyces	hansenii
1788		Saccharomycetes	Debaryomycetaceae	Ascomycota	Debaryomyces	hansenii
1788		Saccharomycetes	Debaryomycetaceae	Ascomycota	Debaryomyces	hansenii
1789		Dinophyceae	Prorocentraceae		Prorocentrum	micans
1790		Dinophyceae	Prorocentraceae		Prorocentrum	lima
1791		Dinophyceae	Noctilucaceae		Noctiluca	scintillans
1792		Dinophyceae	Gymnodiniaceae		Amphidinium	carterae
1792		Dinophyceae	Gymnodiniaceae		Amphidinium	carterae
1793			Chrysochromulinaceae		Chrysochromulina	rotalis
1794		Bacillariophyceae	Catenulaceae	Bacillariophyta	Amphora	coffeaeformis
1794		Bacillariophyceae	Catenulaceae	Bacillariophyta	Amphora	coffeaeformis
1795		Bacillariophyceae	Catenulaceae	Bacillariophyta	Amphora	coffeaeformis
1795		Bacillariophyceae	Catenulaceae	Bacillariophyta	Amphora	coffeaeformis
1796		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	marinoi
1797		Coscinodiscophyceae	Leptocylindraceae	Bacillariophyta	Leptocylindrus	danicus
1798		Bacillariophyceae	Catenulaceae	Bacillariophyta	Amphora	coffeaeformis
1798		Bacillariophyceae	Catenulaceae	Bacillariophyta	Amphora	coffeaeformis
1799		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	marinoi
1800			Lamiaceae	Streptophyta	Perovskia	abrotanoides
1800			Lamiaceae	Streptophyta	Perovskia	abrotanoides
1801			Lamiaceae	Streptophyta	Perovskia	abrotanoides
1801			Lamiaceae	Streptophyta	Perovskia	abrotanoides
1802			Lamiaceae	Streptophyta	Perovskia	abrotanoides
1802			Lamiaceae	Streptophyta	Perovskia	abrotanoides
1803			Lamiaceae	Streptophyta	Perovskia	abrotanoides
1803			Lamiaceae	Streptophyta	Perovskia	abrotanoides
1804		Dinophyceae	Peridiniaceae		Scrippsiella	trochoidea
1804		Dinophyceae	Peridiniaceae		Scrippsiella	trochoidea
1805		Dinophyceae	Gonyaulacaceae		Alexandrium	fundyense
1805		Dinophyceae	Gonyaulacaceae		Alexandrium	fundyense
1806		Dinophyceae	Peridiniaceae		Scrippsiella	hangoei
1806		Dinophyceae	Peridiniaceae		Scrippsiella	hangoei
1807		Dinophyceae	Peridiniaceae		Scrippsiella	hangoei
1807		Dinophyceae	Peridiniaceae		Scrippsiella	hangoei
1808		Dinophyceae	Peridiniaceae		Scrippsiella	hangoei
1808		Dinophyceae	Peridiniaceae		Scrippsiella	hangoei
1809		Coscinodiscophyceae	Leptocylindraceae	Bacillariophyta	Leptocylindrus	danicus
1810		Dinophyceae	Crypthecodiniaceae		Crypthecodinium	cohnii
1810		Dinophyceae	Crypthecodiniaceae		Crypthecodinium	cohnii
1811		Dinophyceae	Crypthecodiniaceae		Crypthecodinium	cohnii
1811		Dinophyceae	Crypthecodiniaceae		Crypthecodinium	cohnii
1812		Dinophyceae	Crypthecodiniaceae		Crypthecodinium	cohnii
1812		Dinophyceae	Crypthecodiniaceae		Crypthecodinium	cohnii
1813		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	delicatissima
1814		Dinophyceae	Gonyaulacaceae		Alexandrium	minutum
1815		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	arenysensis
1816		Dinophyceae	Peridiniaceae		Peridinium	aciculiferum
1816		Dinophyceae	Peridiniaceae		Peridinium	aciculiferum
1817		Dinophyceae	Peridiniaceae		Peridinium	aciculiferum
1817		Dinophyceae	Peridiniaceae		Peridinium	aciculiferum
1818		Dinophyceae	Gonyaulacaceae		Alexandrium	tamarense
1818		Dinophyceae	Gonyaulacaceae		Alexandrium	tamarense
1819		Dinophyceae	Gymnodiniaceae		Amphidinium	carterae
1819		Dinophyceae	Gymnodiniaceae		Amphidinium	carterae
1820		Dinophyceae	Gonyaulacaceae		Alexandrium	tamarense
1820		Dinophyceae	Gonyaulacaceae		Alexandrium	tamarense
1821		Fragilariophyceae	Cyclophoraceae	Bacillariophyta	Cyclophora	tenuis
1822		Gregarinasina	Lecudinidae	Apicomplexa	Lankesteria	abbotti
1823		Dinophyceae	Gonyaulacaceae		Alexandrium	tamarense
1823		Dinophyceae	Gonyaulacaceae		Alexandrium	tamarense
1824		Dinophyceae	Gonyaulacaceae		Alexandrium	tamarense
1824		Dinophyceae	Gonyaulacaceae		Alexandrium	tamarense
1825		Dinophyceae	Peridiniaceae		Scrippsiella	cf. hangoei
1825		Dinophyceae	Peridiniaceae		Scrippsiella	cf. hangoei
1826		Dinophyceae	Peridiniaceae		Scrippsiella	cf. hangoei
1826		Dinophyceae	Peridiniaceae		Scrippsiella	cf. hangoei
1827		Dinophyceae	Peridiniaceae		Scrippsiella	cf. hangoei
1827		Dinophyceae	Peridiniaceae		Scrippsiella	cf. hangoei
1828			Echinamoebidae		Filamoeba	nolandi
1829		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1829		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1830					Mayorella	sp. JJP-2003
1831		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1831		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1832		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1832		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1833		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	rotula
1833		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	rotula
1834		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	rotula
1834		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	rotula
1835					Trichosphaerium	sp. ATCC 40318
1836		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1836		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1837		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1837		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1838		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1838		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1839			Vannellidae		Pessonella	sp. PRA-29
1840		Spirotrichea	Rhabdonellidae		Schmidingerella	taraikaensis
1840		Spirotrichea	Rhabdonellidae		Schmidingerella	taraikaensis
1841		Spirotrichea	Strombidiidae		Strombidium	rassoulzadegani
1842		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
1842		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
1843		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
1843		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
1844		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
1844		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
1845		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
1845		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
1846		Spirotrichea	Strombidinopsidae		Strombidinopsis	sp.
1847		Litostomatea	Mesodiniidae		Mesodinium	pulex
1848		Spirotrichea	Rhabdonellidae		Schmidingerella	taraikaensis
1848		Spirotrichea	Rhabdonellidae		Schmidingerella	taraikaensis
1852		Dinophyceae	Heterocapsaceae		Heterocapsa	triquetra
1853		Fragilariophyceae	Cyclophoraceae	Bacillariophyta	Astrosyne	radiata
1854		Chlorodendrophyceae	Chlorodendraceae	Chlorophyta	Tetraselmis	sp. GSL018
1855		Agaricomycetes	Rhizopogonaceae	Basidiomycota	Rhizopogon	burlinghamii
1855		Agaricomycetes	Rhizopogonaceae	Basidiomycota	Rhizopogon	burlinghamii
1856		Pelagophyceae				
1856		Pelagophyceae				
1857		Pelagophyceae				
1857		Pelagophyceae				
1858		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1858		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1859		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1859		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1860		Dinophyceae			Lingulodinium	polyedrum
1860		Dinophyceae			Lingulodinium	polyedrum
1861		Dinophyceae			Lingulodinium	polyedrum
1861		Dinophyceae			Lingulodinium	polyedrum
1862		Dinophyceae			Lingulodinium	polyedrum
1862		Dinophyceae			Lingulodinium	polyedrum
1863		Dinophyceae			Lingulodinium	polyedrum
1863		Dinophyceae			Lingulodinium	polyedrum
1864		Dinophyceae	Amphidomataceae		Azadinium	spinosum
1864		Dinophyceae	Amphidomataceae		Azadinium	spinosum
1865		Dinophyceae	Amphidomataceae		Azadinium	spinosum
1865		Dinophyceae	Amphidomataceae		Azadinium	spinosum
1866		Dinophyceae	Amphidomataceae		Azadinium	spinosum
1866		Dinophyceae	Amphidomataceae		Azadinium	spinosum
1867		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	marinoi
1868		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	marinoi
1869		Cryptophyta	Hemiselmidaceae		Hemiselmis	andersenii
1870		Cryptophyta	Hemiselmidaceae		Hemiselmis	andersenii
1871		Cryptophyta	Hemiselmidaceae		Hemiselmis	andersenii
1872		Cryptophyta	Pyrenomonadaceae		Rhodomonas	salina
1873		Cryptophyta	Geminigeraceae		Hanusia	phi
1874		Cryptophyta	Geminigeraceae		Proteomonas	sulcata
1875		Cryptophyta	Cryptomonadaceae		Cryptomonas	curvata
1876					Bigelowiella	natans
1877					Bigelowiella	natans
1878					Bigelowiella	natans
1879		Coscinodiscophyceae	Stephanodiscaceae	Bacillariophyta	Cyclotella	meneghiniana
1880		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Detonula	confervacea
1881		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta		
1882		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	pungens
1883		Dinophyceae	Ceratiaceae		Neoceratium	fusus
1883		Dinophyceae	Ceratiaceae		Neoceratium	fusus
1884		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
1885		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. CCMP2430
1885		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. CCMP2430
1886		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. CCMP2430
1886		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. CCMP2430
1887		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. CCMP2430
1887		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. CCMP2430
1888		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	pungens
1889		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1890		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1891		Glaucocystophyceae				
1892		Coscinodiscophyceae	Aulacoseiraceae	Bacillariophyta	Aulacoseira	subarctica
1893		Coscinodiscophyceae	Coscinodiscaceae	Bacillariophyta	Coscinodiscus	wailesii
1894		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	punctigera
1895		Glaucocystophyceae	Gloeochaetaceae		Gloeochaete	wittrockiana
1895		Glaucocystophyceae	Gloeochaetaceae		Gloeochaete	wittrockiana
1896		Chrysophyceae	Chromulinaceae		Chromulina	nebulosa
1897		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. Mp
1897		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. Mp
1898		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. Mp
1898		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. Mp
1899		Dictyochophyceae			Pseudopedinella	elastica
1899		Dictyochophyceae			Pseudopedinella	elastica
1900		Mediophyceae	Cymatosiraceae	Bacillariophyta	Minutocellus	polymorphus
1901			Prymnesiaceae		Haptolina	ericina
1902		Dictyochophyceae			Pseudopedinella	elastica
1902		Dictyochophyceae			Pseudopedinella	elastica
1903		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. Mp
1903		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. Mp
1904		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. Mp
1904		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. Mp
1905		Chlorophyceae	Dunaliellaceae	Chlorophyta	Dunaliella	tertiolecta
1905		Chlorophyceae	Dunaliellaceae	Chlorophyta	Dunaliella	tertiolecta
1906		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta		
1907			Phaeocystaceae		Phaeocystis	antarctica
1908		Chlorophyceae	Dunaliellaceae	Chlorophyta	Dunaliella	tertiolecta
1908		Chlorophyceae	Dunaliellaceae	Chlorophyta	Dunaliella	tertiolecta
1909		Chlorophyceae	Dunaliellaceae	Chlorophyta	Dunaliella	tertiolecta
1909		Chlorophyceae	Dunaliellaceae	Chlorophyta	Dunaliella	tertiolecta
1910			Isochrysidaceae		Isochrysis	sp.
1910			Isochrysidaceae		Isochrysis	sp.
1911		Dinophyceae	Ceratiaceae		Neoceratium	fusus
1911		Dinophyceae	Ceratiaceae		Neoceratium	fusus
1912			Isochrysidaceae		Isochrysis	sp.
1912			Isochrysidaceae		Isochrysis	sp.
1913			Isochrysidaceae		Isochrysis	sp.
1913			Isochrysidaceae		Isochrysis	sp.
1914			Isochrysidaceae		Isochrysis	sp.
1914			Isochrysidaceae		Isochrysis	sp.
1915			Isochrysidaceae		Isochrysis	galbana
1915			Isochrysidaceae		Isochrysis	galbana
1916			Vaucheriaceae	Xanthophyceae	Vaucheria	litorea
1916			Vaucheriaceae	Xanthophyceae	Vaucheria	litorea
1917			Vaucheriaceae	Xanthophyceae	Vaucheria	litorea
1917			Vaucheriaceae	Xanthophyceae	Vaucheria	litorea
1918		Agaricomycetes	Rhizopogonaceae	Basidiomycota	Rhizopogon	burlinghamii
1918		Agaricomycetes	Rhizopogonaceae	Basidiomycota	Rhizopogon	burlinghamii
1919		Pelagophyceae				
1919		Pelagophyceae				
1920						
1920						
1921						
1921						
1922			Noelaerhabdaceae		Emiliania	huxleyi
1922			Noelaerhabdaceae		Emiliania	huxleyi
1923		Raphidophyceae	Chattonellaceae		Chattonella	subsalsa
1923		Raphidophyceae	Chattonellaceae		Chattonella	subsalsa
1924		Raphidophyceae	Chattonellaceae		Chattonella	subsalsa
1924		Raphidophyceae	Chattonellaceae		Chattonella	subsalsa
1925		Agaricomycetes	Rhizopogonaceae	Basidiomycota	Rhizopogon	burlinghamii
1925		Agaricomycetes	Rhizopogonaceae	Basidiomycota	Rhizopogon	burlinghamii
1926						
1926						
1927		Cryptophyta				
1927		Cryptophyta				
1928			Noelaerhabdaceae		Emiliania	huxleyi
1928			Noelaerhabdaceae		Emiliania	huxleyi
1929		Raphidophyceae	Chattonellaceae		Chattonella	subsalsa
1929		Raphidophyceae	Chattonellaceae		Chattonella	subsalsa
1930		Raphidophyceae	Chattonellaceae		Chattonella	subsalsa
1930		Raphidophyceae	Chattonellaceae		Chattonella	subsalsa
1931			Thraustochytriaceae		Schizochytrium	aggregatum
1931			Thraustochytriaceae		Schizochytrium	aggregatum
1932		Cryptophyta				
1932		Cryptophyta				
1933		Cryptophyta				
1933		Cryptophyta				
1934			Noelaerhabdaceae		Emiliania	huxleyi
1934			Noelaerhabdaceae		Emiliania	huxleyi
1935			Thraustochytriaceae		Aplanochytrium	sp. PBS07
1935			Thraustochytriaceae		Aplanochytrium	sp. PBS07
1936			Thraustochytriaceae		Schizochytrium	aggregatum
1936			Thraustochytriaceae		Schizochytrium	aggregatum
1937		Cryptophyta				
1937		Cryptophyta				
1938		Dictyochophyceae				
1938		Dictyochophyceae				
1939			Noelaerhabdaceae		Emiliania	huxleyi
1939			Noelaerhabdaceae		Emiliania	huxleyi
1940		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1940		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1941			Thraustochytriaceae		Aplanochytrium	sp. PBS07
1941			Thraustochytriaceae		Aplanochytrium	sp. PBS07
1942			Thraustochytriaceae		Schizochytrium	aggregatum
1942			Thraustochytriaceae		Schizochytrium	aggregatum
1943		Dictyochophyceae				
1943		Dictyochophyceae				
1944		Dictyochophyceae				
1944		Dictyochophyceae				
1945		Dictyochophyceae				
1945		Dictyochophyceae				
1946		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1946		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1947		Dinophyceae	Kareniaceae			
1947		Dinophyceae	Kareniaceae			
1948			Thraustochytriaceae		Aplanochytrium	sp. PBS07
1948			Thraustochytriaceae		Aplanochytrium	sp. PBS07
1949			Thraustochytriaceae		Schizochytrium	aggregatum
1949			Thraustochytriaceae		Schizochytrium	aggregatum
1950		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	oceanica
1950		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	oceanica
1951			Noelaerhabdaceae		Emiliania	huxleyi
1951			Noelaerhabdaceae		Emiliania	huxleyi
1952			Noelaerhabdaceae		Emiliania	huxleyi
1952			Noelaerhabdaceae		Emiliania	huxleyi
1953		Dinophyceae	Kareniaceae			
1953		Dinophyceae	Kareniaceae			
1954		Dinophyceae	Kareniaceae			
1954		Dinophyceae	Kareniaceae			
1955			Thraustochytriaceae		Aplanochytrium	sp. PBS07
1955			Thraustochytriaceae		Aplanochytrium	sp. PBS07
1956		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	oceanica
1956		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	oceanica
1957		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	oceanica
1957		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	oceanica
1958			Noelaerhabdaceae		Emiliania	huxleyi
1958			Noelaerhabdaceae		Emiliania	huxleyi
1959			Noelaerhabdaceae		Emiliania	huxleyi
1959			Noelaerhabdaceae		Emiliania	huxleyi
1960		Oligohymenophorea	Orchitophryidae		Anophryoides	haemophila
1961		Agaricomycetes	Rhizopogonaceae	Basidiomycota	Rhizopogon	burlinghamii
1961		Agaricomycetes	Rhizopogonaceae	Basidiomycota	Rhizopogon	burlinghamii
1962		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	oceanica
1962		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	oceanica
1963		Pelagophyceae				
1963		Pelagophyceae				
1964		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1964		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1965		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1965		Mediophyceae	Lithodesmiaceae	Bacillariophyta	Ditylum	brightwellii
1966		Dinophyceae	Kareniaceae		Karenia	brevis
1966		Dinophyceae	Kareniaceae		Karenia	brevis
1967		Bacillariophyceae	Amphipleuraceae	Bacillariophyta		
1967		Bacillariophyceae	Amphipleuraceae	Bacillariophyta		
1968		Bacillariophyceae	Amphipleuraceae	Bacillariophyta		
1968		Bacillariophyceae	Amphipleuraceae	Bacillariophyta		
1969		Bacillariophyceae	Amphipleuraceae	Bacillariophyta		
1969		Bacillariophyceae	Amphipleuraceae	Bacillariophyta		
1970			Prymnesiaceae		Prymnesium	parvum
1970			Prymnesiaceae		Prymnesium	parvum
1971		Coscinodiscophyceae	Rhizosoleniaceae	Bacillariophyta	Proboscia	inermis
1972		Chlorodendrophyceae	Chlorodendraceae	Chlorophyta	Tetraselmis	striata
1972		Chlorodendrophyceae	Chlorodendraceae	Chlorophyta	Tetraselmis	striata
1973		Pelagophyceae			Pelagomonas	calceolata
1973		Pelagophyceae			Pelagomonas	calceolata
1974		Pelagophyceae			Pelagomonas	calceolata
1974		Pelagophyceae			Pelagomonas	calceolata
1975		Pelagophyceae				
1975		Pelagophyceae				
1976		Pelagophyceae				
1976		Pelagophyceae				
1977		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
1977		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
1978		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
1978		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
1979		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
1979		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
1980		Pelagophyceae				
1980		Pelagophyceae				
1981		Pelagophyceae				
1981		Pelagophyceae				
1982		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1982		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1983		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1983		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1984		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1984		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1985		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1985		Raphidophyceae	Chattonellaceae		Heterosigma	akashiwo
1986		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
1986		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
1987		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	minuscula
1987		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	minuscula
1988		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	minuscula
1988		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	minuscula
1989		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
1989		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
1990		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
1990		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
1991		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
1991		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
1992		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
1992		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
1993		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	aff. antarctica
1993		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	aff. antarctica
